price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
442500,3,1.75,1800,10200,1.0,3,8,1800,0,1967,0,98058,47.4496,122.146,2140,10128
392000,4,2.25,2360,7733,2.0,3,8,2360,0,1983,0,98058,47.4403,122.137,2160,7733
150000,2,1.0,1100,7200,1.0,4,6,1100,0,1944,0,98058,47.4752,122.172,1390,7200
190000,3,1.75,1390,7700,1.0,5,7,1390,0,1965,0,98058,47.4559,122.183,1260,7700
360000,4,3.0,2580,6740,2.0,3,8,2580,0,1999,0,98058,47.4296,122.185,2010,6740
162248,2,1.0,800,8960,1.0,4,6,800,0,1944,0,98058,47.4756,122.174,850,8082
364950,4,2.5,2070,2992,2.0,3,8,2070,0,2002,0,98058,47.4496,122.12,1900,2957
412950,4,2.5,2430,6796,2.0,3,8,2430,0,1993,0,98058,47.4499,122.127,2450,8400
305000,3,1.75,1610,12247,1.0,3,8,1610,0,1981,0,98058,47.4476,122.124,2010,9271
370000,4,2.5,2130,4750,2.0,3,8,2130,0,2009,0,98058,47.4324,122.184,2130,4071
231000,4,2.0,1530,6375,2.0,3,7,1530,0,1942,1983,98058,47.4692,122.162,1500,8712
415000,3,1.75,2410,8944,1.0,4,8,1860,550,1967,0,98058,47.4494,122.139,2750,9600
313500,3,1.75,1610,7350,1.0,3,8,1610,0,1974,0,98058,47.4503,122.131,2120,7350
280000,3,1.75,1360,6603,1.0,4,7,1360,0,1981,0,98058,47.4619,122.168,1770,7107
215000,3,1.0,1060,7900,1.0,3,7,1060,0,1961,2001,98058,47.4604,122.18,1310,7900
288000,3,1.0,1190,7560,1.0,5,6,1190,0,1958,0,98058,47.452,122.177,1190,7560
347500,4,2.75,2290,7000,2.0,3,8,2290,0,1977,0,98058,47.4442,122.129,2000,7200
340500,3,1.75,1810,10463,1.0,4,7,1810,0,1969,0,98058,47.4581,122.162,1620,8551
419625,4,2.5,2680,11590,2.0,4,9,2680,0,1988,0,98058,47.4395,122.163,2580,8225
249000,3,1.5,1180,11579,1.0,4,7,1180,0,1962,0,98058,47.4502,122.089,1780,22486
225000,3,2.0,1400,7384,1.0,3,7,1150,250,1979,0,98058,47.4655,122.174,1820,7992
295000,3,2.0,1400,7384,1.0,3,7,1150,250,1979,0,98058,47.4655,122.174,1820,7992
265000,3,2.25,1750,9298,1.0,4,7,1410,340,1969,0,98058,47.4579,122.164,1720,7875
326000,3,2.75,1720,28000,1.0,4,7,1720,0,1958,0,98058,47.4375,122.176,2000,41817
340000,3,2.75,1720,28000,1.0,4,7,1720,0,1958,0,98058,47.4375,122.176,2000,41817
279000,4,2.25,2090,8941,2.0,3,7,2090,0,1975,0,98058,47.4332,122.167,1890,7946
327500,3,2.25,1770,8755,1.0,3,8,1330,440,1981,0,98058,47.4464,122.123,1910,8710
299950,3,1.75,1980,11274,1.0,4,7,1480,500,1968,0,98058,47.4474,122.167,1520,8010
348000,4,2.5,2070,3808,2.0,3,8,2070,0,2003,0,98058,47.4498,122.12,1900,2992
349000,3,1.75,1740,7682,1.0,3,8,1330,410,1978,0,98058,47.4451,122.126,2010,8820
390000,3,2.25,2420,31497,1.0,4,8,1750,670,1964,0,98058,47.4422,122.151,2040,30472
445000,4,2.5,2790,8111,2.0,3,9,2480,310,2004,0,98058,47.4492,122.116,2550,7634
314950,3,1.0,1590,8470,1.0,4,7,1140,450,1967,0,98058,47.4473,122.159,1570,9375
380000,3,2.0,1840,8580,1.0,3,8,1840,0,1990,0,98058,47.4626,122.132,2190,8580
365500,4,2.5,2030,4499,2.0,3,8,2030,0,2003,0,98058,47.4511,122.119,2030,4539
195000,3,1.5,1430,7560,1.0,5,6,1430,0,1958,0,98058,47.4518,122.179,1150,7560
345000,3,2.5,1870,3584,2.0,3,8,1870,0,2003,0,98058,47.4521,122.121,1900,3920
269950,3,2.5,1520,8720,1.0,3,7,1080,440,1981,0,98058,47.4267,122.157,1720,7551
315000,3,2.25,1530,7906,1.0,3,7,1150,380,1980,0,98058,47.4418,122.136,1460,7875
349950,4,2.5,2090,5289,2.0,3,8,2090,0,1989,0,98058,47.4289,122.164,2080,7109
385000,3,1.75,1800,18000,1.0,3,8,1200,600,1968,0,98058,47.4406,122.146,1800,18000
426500,4,2.5,2700,6515,2.0,3,9,2700,0,1998,0,98058,47.4356,122.11,2900,6710
255000,3,1.5,1420,7480,1.0,4,7,1420,0,1963,0,98058,47.4651,122.184,1720,7700
252500,2,1.5,1280,8710,1.0,3,7,1280,0,1967,0,98058,47.4472,122.16,1520,9375
320000,3,1.75,2000,9760,1.0,4,8,1400,600,1978,0,98058,47.4417,122.134,1890,8089
390000,4,2.5,2154,4153,2.0,3,9,2154,0,2012,0,98058,47.4557,122.13,2154,4091
302000,4,1.75,1530,17664,1.5,3,7,1530,0,1968,0,98058,47.4549,122.155,1530,11625
320000,3,1.75,1510,30185,1.5,3,7,1510,0,1976,0,98058,47.4118,122.089,1470,12465
290000,4,2.5,2050,9015,2.0,4,7,2050,0,1973,0,98058,47.4357,122.168,1780,8820
440000,3,2.5,2290,6302,2.0,3,9,2290,0,1997,0,98058,47.435,122.107,2700,7500
311000,4,2.5,1780,5822,2.0,3,7,1780,0,2001,0,98058,47.4455,122.169,1990,4092
249500,3,1.0,1180,7200,1.0,4,7,1180,0,1968,0,98058,47.4249,122.178,1180,7200
169500,2,1.0,790,7450,1.0,4,6,790,0,1944,0,98058,47.4743,122.17,800,7450
327000,3,2.5,1810,7350,1.0,3,8,1310,500,1984,0,98058,47.4434,122.125,2240,7350
429900,4,2.5,2640,8625,2.0,3,8,2640,0,1987,0,98058,47.4598,122.15,2240,8700
315000,3,1.75,1460,7884,1.0,3,8,1460,0,1975,0,98058,47.4457,122.128,2050,7210
333000,4,2.5,2100,7208,2.0,3,8,2100,0,1974,0,98058,47.4478,122.128,2060,7480
349950,4,2.5,2000,5006,2.0,3,7,2000,0,2005,0,98058,47.466,122.147,2410,4889
335000,3,2.5,1940,4927,2.0,3,8,1940,0,2004,0,98058,47.4479,122.12,2070,4892
317000,3,1.75,1530,7650,1.0,4,8,1530,0,1977,0,98058,47.4435,122.128,1850,6804
489000,3,2.5,2260,19821,2.0,3,9,2260,0,1994,0,98058,47.448,122.088,2750,22718
435000,4,2.25,2730,7506,2.0,4,8,2730,0,1987,0,98058,47.4627,122.152,2390,8015
340000,3,2.25,1900,8125,1.0,3,7,1540,360,1969,0,98058,47.4564,122.162,1480,8284
380000,3,2.5,2280,10255,2.0,4,8,2280,0,1985,0,98058,47.4334,122.161,2310,10094
460000,4,2.5,2620,8331,2.0,3,9,2620,0,1991,0,98058,47.4357,122.159,2760,8174
419000,4,2.5,2690,7947,2.0,3,8,2690,0,1993,0,98058,47.4248,122.153,2160,8328
392000,4,2.5,2600,8921,2.0,3,8,2600,0,1991,0,98058,47.4423,122.178,2550,8683
295000,4,2.5,2290,4539,2.0,3,7,2290,0,2001,0,98058,47.4753,122.172,1710,7200
371000,3,1.75,1970,9512,1.0,3,8,1970,0,1968,0,98058,47.4545,122.146,2250,10573
150000,2,1.0,790,7275,1.0,4,6,790,0,1944,0,98058,47.4771,122.174,850,7399
365000,3,2.5,2200,4052,2.0,3,8,2200,0,2005,0,98058,47.4362,122.178,2310,5082
284000,3,1.5,1500,10018,1.0,4,7,1500,0,1957,0,98058,47.468,122.163,1500,10937
440000,4,2.5,2410,7517,2.0,3,8,2410,0,1983,0,98058,47.4388,122.142,2420,8095
360000,3,2.5,2150,14092,2.0,3,8,2150,0,1991,0,98058,47.4621,122.129,2400,10699
525000,4,2.5,2840,4750,2.0,3,9,2840,0,2002,0,98058,47.4511,122.121,2460,4750
360000,4,2.5,1950,5451,2.0,3,7,1950,0,2004,0,98058,47.4341,122.144,2240,6221
475000,4,2.5,3150,5757,2.0,3,9,3150,0,2004,0,98058,47.4568,122.117,3100,5757
397500,3,2.0,2130,8225,1.0,4,8,2130,0,1987,0,98058,47.4396,122.162,2580,8225
275000,3,1.5,1240,9125,1.0,4,7,1240,0,1967,0,98058,47.4469,122.155,1670,9125
432500,3,3.0,2500,6000,2.0,3,8,2500,0,2012,0,98058,47.4408,122.161,2130,6000
320000,3,2.25,1880,7350,1.0,3,8,1390,490,1984,0,98058,47.4457,122.123,1910,8400
215000,3,1.0,1150,7560,1.0,4,6,1150,0,1958,0,98058,47.4613,122.184,1230,7560
325000,3,2.25,2480,8755,2.0,3,8,2480,0,1979,0,98058,47.4543,122.125,2280,9940
412000,3,2.5,2210,7000,2.0,4,8,2210,0,1985,0,98058,47.4377,122.132,2260,7224
507000,3,1.75,2140,40098,1.0,5,8,1490,650,1950,0,98058,47.4296,122.111,2220,35371
316500,3,2.5,1770,3873,2.0,3,7,1770,0,2005,0,98058,47.4648,122.144,2280,4330
381000,4,2.5,2130,6003,2.0,3,8,2130,0,2003,0,98058,47.4518,122.12,1940,4529
295000,3,1.75,2000,7560,1.0,4,7,1300,700,1968,0,98058,47.4346,122.171,1900,8301
353500,4,2.25,1760,9602,2.0,3,7,1760,0,1987,0,98058,47.4248,122.158,1860,9656
384200,3,2.5,2430,7613,2.0,4,8,2430,0,1986,0,98058,47.4383,122.135,2440,8342
317000,3,2.0,1760,11410,1.0,5,7,1060,700,1977,0,98058,47.4528,122.163,1680,9165
252500,3,2.0,1810,10684,2.0,3,8,1810,0,1987,0,98058,47.4619,122.153,2140,9657
249950,3,1.5,1090,7698,1.0,5,7,1090,0,1966,0,98058,47.4553,122.174,1540,7624
405000,4,2.5,2090,6667,2.0,3,8,2090,0,1997,0,98058,47.4648,122.15,2250,6165
99000,2,1.0,960,8236,1.0,2,6,960,0,1948,0,98058,47.4698,122.166,1260,8236
334950,3,2.5,1620,2930,2.0,3,8,1620,0,2002,0,98058,47.4491,122.12,1900,2943
438800,4,2.5,2770,4432,2.0,3,9,2770,0,2004,0,98058,47.4541,122.117,2770,5423
299000,3,2.5,1850,4600,2.0,3,7,1850,0,2005,0,98058,47.4661,122.145,2160,4751
385000,3,2.5,2230,8296,2.0,3,7,2230,0,2004,0,98058,47.4386,122.116,2480,5940
770000,3,2.75,2070,54557,2.0,3,8,2070,0,1996,0,98058,47.4659,122.116,2190,49658
275000,3,1.75,1290,9760,1.0,3,7,1290,0,1979,0,98058,47.4265,122.148,1410,8034
350000,3,2.25,2470,10290,2.0,3,8,2230,240,1984,0,98058,47.4459,122.124,1970,10150
395000,4,2.75,2640,35070,1.5,3,8,2640,0,1963,0,98058,47.4242,122.181,2520,34986
269900,4,1.75,1530,8750,1.5,4,7,1530,0,1968,0,98058,47.4556,122.157,1390,8750
252350,3,2.0,1650,7352,1.0,3,7,1160,490,1979,0,98058,47.4612,122.169,1710,7350
270000,3,2.0,1560,8853,1.0,3,7,1560,0,1967,0,98058,47.4312,122.171,1610,8750
435000,4,2.5,2130,10375,2.0,4,8,2130,0,1986,0,98058,47.4381,122.16,2220,8508
249950,3,1.0,1370,11658,1.0,4,6,1370,0,1958,0,98058,47.4576,122.182,1080,9198
180500,3,1.5,1540,9800,1.0,3,7,1010,530,1973,0,98058,47.4676,122.184,1600,8250
289900,3,1.75,1220,7004,1.0,5,7,1220,0,1966,0,98058,47.4492,122.157,1640,7210
325000,4,2.25,1920,11603,2.0,4,7,1920,0,1967,0,98058,47.4315,122.169,1840,7350
475000,3,1.75,2270,13000,1.0,5,8,2270,0,1968,0,98058,47.4474,122.144,2440,10000
315001,3,1.75,1500,10230,1.0,2,7,1500,0,1968,0,98058,47.4349,122.168,1770,8374
440000,4,2.5,2880,7386,2.0,4,9,2880,0,1987,0,98058,47.4397,122.15,2420,7663
230000,2,1.0,950,7560,1.0,3,6,950,0,1958,0,98058,47.4499,122.176,1160,7560
365000,3,2.25,2290,7350,2.0,3,8,2290,0,1988,0,98058,47.429,122.162,2170,7529
255000,3,1.5,1240,8528,1.0,4,7,1240,0,1967,0,98058,47.4478,122.157,1570,8064
280000,2,1.0,1150,12861,1.0,3,6,1150,0,1959,0,98058,47.4493,122.171,1170,7574
278000,3,2.25,1590,9425,1.0,3,7,1170,420,1985,0,98058,47.4291,122.16,1590,9394
280000,3,1.75,1590,7280,1.0,3,7,1140,450,1974,0,98058,47.4288,122.153,1590,9634
180000,2,1.0,800,9450,1.0,3,6,800,0,1958,0,98058,47.4563,122.184,1090,9450
270000,3,2.25,1500,7410,1.0,4,7,1500,0,1973,0,98058,47.4597,122.162,1750,7990
250000,3,1.0,1460,10914,1.0,4,7,1460,0,1959,0,98058,47.4511,122.173,1490,8314
365000,3,2.5,2200,7350,1.0,5,8,1570,630,1988,0,98058,47.4395,122.161,2350,7557
265000,3,1.75,1680,9769,1.0,3,8,1340,340,1989,0,98058,47.4631,122.126,1730,9686
325000,3,2.0,1570,5600,1.0,3,8,1570,0,1999,0,98058,47.4286,122.185,2010,5600
287000,3,1.0,1250,26862,1.0,3,7,1250,0,1965,0,98058,47.426,122.154,1530,24463
225000,3,2.5,2170,11745,1.0,4,7,1410,760,1967,0,98058,47.4342,122.17,1860,8643
469900,4,2.5,2990,8913,2.0,4,9,2990,0,1991,0,98058,47.4353,122.159,2740,8030
374900,3,2.5,2480,4950,2.0,3,7,2480,0,2004,0,98058,47.4389,122.116,2230,5298
319000,4,3.25,2360,8344,2.0,3,8,2360,0,1990,0,98058,47.4403,122.126,1860,8410
297950,3,2.0,1240,10800,1.0,3,7,1240,0,1967,2010,98058,47.449,122.155,1480,8840
310000,3,1.75,1840,10723,1.0,4,7,1220,620,1974,0,98058,47.429,122.154,1590,9820
358000,3,2.25,1610,6655,2.0,4,7,1610,0,1985,0,98058,47.4296,122.161,1780,7529
386000,3,2.0,2120,7560,1.0,3,9,2120,0,1991,0,98058,47.435,122.16,2660,7700
239950,3,1.0,1140,8366,1.0,5,6,1140,0,1943,0,98058,47.4768,122.177,960,7200
260000,3,2.5,1850,7875,1.0,3,7,1250,600,1968,0,98058,47.434,122.171,1930,8062
315000,4,2.25,1880,9163,2.0,3,8,1880,0,1981,0,98058,47.4362,122.165,1900,7980
235000,3,1.0,1330,45738,2.0,2,6,1330,0,1967,0,98058,47.436,122.185,1490,24000
265000,3,1.75,2050,10519,1.0,3,7,1240,810,1979,0,98058,47.4257,122.146,1770,9605
300000,3,2.0,1480,6698,1.0,4,7,1080,400,1979,0,98058,47.4614,122.168,1850,7348
345000,4,2.5,2331,3826,2.0,3,8,2331,0,2007,0,98058,47.4444,122.182,2441,3826
95000,2,1.0,1070,20450,1.0,2,6,1070,0,1948,0,98058,47.4338,122.183,1360,15581
360000,2,2.0,1770,7607,1.0,4,8,1770,0,1987,0,98058,47.4287,122.163,2090,7109
225000,2,1.0,1030,9192,1.0,4,6,1030,0,1959,0,98058,47.4565,122.181,1030,9190
215000,3,1.0,1180,7669,1.0,4,7,1180,0,1967,0,98058,47.4479,122.176,1190,7669
300000,3,1.75,1810,21138,1.0,4,7,1240,570,1977,0,98058,47.4674,122.178,1850,12200
300000,3,2.25,1780,10395,1.0,3,8,1780,0,1967,0,98058,47.4539,122.15,2080,9360
395000,4,2.5,2250,6840,2.0,3,9,2250,0,1987,0,98058,47.4398,122.151,2480,7386
305000,3,1.0,1580,7424,1.0,3,7,1010,570,1962,0,98058,47.4607,122.171,1710,7772
279950,3,2.25,1850,7480,2.0,3,7,1850,0,1978,0,98058,47.452,122.159,1870,7480
144000,3,1.0,1250,8314,1.0,3,6,1250,0,1958,0,98058,47.4522,122.178,1188,7700
349900,3,2.5,2200,7278,2.0,3,8,2200,0,1990,0,98058,47.4624,122.132,2190,8580
225000,2,1.0,910,9612,1.0,4,7,910,0,1981,0,98058,47.4297,122.152,1410,9611
455000,4,2.5,2710,6558,2.0,3,9,2710,0,1997,0,98058,47.434,122.109,2710,7635
263500,3,1.75,1330,9917,1.0,3,7,1040,290,1981,0,98058,47.4478,122.161,1330,9081
390000,3,1.75,1435,8960,1.0,4,8,1435,0,1969,0,98058,47.4525,122.149,2030,9450
329950,4,1.75,1740,7208,1.5,3,8,1740,0,1976,0,98058,47.4483,122.13,1680,7350
343500,3,2.5,1900,5194,2.0,3,7,1900,0,2004,0,98058,47.4391,122.117,2230,5194
339950,3,2.25,1630,12295,2.0,4,7,1630,0,1985,0,98058,47.4279,122.161,1730,9948
230000,2,1.0,1080,9435,1.0,3,6,1080,0,1958,0,98058,47.459,122.181,1200,9210
340000,3,2.5,2480,6112,2.0,3,7,2480,0,2004,0,98058,47.4387,122.114,3220,6727
449500,4,3.0,2580,7299,2.0,3,8,2580,0,1998,0,98058,47.4646,122.15,2250,6165
405000,4,2.5,2620,9359,2.0,3,9,2620,0,1987,0,98058,47.438,122.152,2580,7433
343888,4,2.5,2060,5607,2.0,3,7,2060,0,2002,0,98058,47.4365,122.144,2060,5367
368750,3,2.5,2230,5717,2.0,3,7,2230,0,2004,0,98058,47.4388,122.117,2230,5194
205000,3,1.0,1610,8579,1.0,4,7,1010,600,1962,0,98058,47.4563,122.171,1610,8579
439000,4,2.5,2690,9551,2.0,3,9,2690,0,1992,0,98058,47.4343,122.156,2890,9121
291600,3,1.75,1630,7480,1.0,3,7,1330,300,1979,0,98058,47.4514,122.159,1940,7480
300000,3,1.75,1210,7000,1.0,3,7,1210,0,1975,0,98058,47.4572,122.169,1670,7000
315000,3,2.0,1500,7828,1.0,4,7,1500,0,1967,0,98058,47.4484,122.158,1500,7700
380000,3,2.5,2150,25705,1.5,3,6,2150,0,1980,2009,98058,47.4514,122.089,1850,20160
330000,4,2.5,1940,3784,2.0,3,8,1940,0,2003,0,98058,47.4513,122.119,1940,4499
460000,3,2.5,2390,47480,2.0,3,9,2390,0,2007,0,98058,47.4517,122.084,1720,44866
362000,3,2.5,2310,7485,2.0,3,8,2310,0,1986,0,98058,47.439,122.135,2310,8142
427500,4,2.5,2460,5091,2.0,3,9,2460,0,2003,0,98058,47.45,122.121,2490,4750
450000,3,2.0,2290,16258,1.0,5,8,2290,0,1960,0,98058,47.4672,122.165,1660,10530
220000,3,1.75,1230,8917,1.0,4,7,1230,0,1966,0,98058,47.4528,122.172,1420,7938
230000,3,1.0,1640,7187,1.0,3,7,1640,0,1966,0,98058,47.455,122.182,1340,8346
348000,3,1.75,1720,8867,1.0,3,8,1320,400,1985,0,98058,47.44,122.136,2200,9170
290000,3,2.5,2020,4861,2.0,3,7,2020,0,2005,0,98058,47.4659,122.144,2170,4600
342000,3,1.75,1780,10409,1.0,3,7,1280,500,1981,0,98058,47.4627,122.168,1780,7415
365000,4,2.5,2140,7350,2.0,3,8,2140,0,1985,0,98058,47.4483,122.124,2120,8395
295000,3,2.0,1230,3405,1.0,3,7,1230,0,2010,0,98058,47.438,122.179,1440,4066
166950,3,1.0,1190,8820,1.0,3,6,1190,0,1959,0,98058,47.4616,122.184,1230,7980
344950,3,1.75,1870,7500,1.0,5,8,1320,550,1978,0,98058,47.4428,122.134,1870,7275
199000,3,1.0,1390,21262,1.0,3,7,1390,0,1958,0,98058,47.4454,122.185,1560,10800
365000,3,2.5,2640,6715,2.0,3,8,1680,960,1991,0,98058,47.441,122.125,2260,7373
325000,4,2.5,2280,9899,2.0,3,8,2280,0,1987,0,98058,47.461,122.148,1970,9451
339000,3,2.25,2090,10120,1.0,4,7,1290,800,1979,0,98058,47.4654,122.174,1820,7983
315500,3,1.75,1870,8400,1.0,3,7,990,880,1977,0,98058,47.454,122.164,1750,8400
310000,3,1.75,2070,37904,1.0,4,7,1420,650,1973,0,98058,47.425,122.186,2011,19110
459000,4,2.75,2790,6600,2.0,3,9,2790,0,2000,0,98058,47.4362,122.109,2900,6752
280000,3,1.75,1230,8250,1.0,3,7,1230,0,1966,0,98058,47.4526,122.176,1250,8250
440000,4,2.5,2880,8061,2.0,3,9,2880,0,1988,0,98058,47.439,122.152,2650,7660
535000,4,2.25,2810,12607,2.0,3,10,2810,0,1985,0,98058,47.4585,122.13,2810,17400
387500,4,2.5,3190,9856,2.0,3,8,3190,0,1979,0,98058,47.4445,122.126,2260,7996
315000,3,1.75,1340,12800,1.0,3,7,880,460,1981,0,98058,47.4437,122.137,1500,7875
289000,3,1.5,1970,22486,1.0,4,6,1970,0,1968,0,98058,47.4511,122.089,1850,20160
229950,3,2.0,1410,7466,1.0,3,7,1410,0,1983,0,98058,47.427,122.147,1410,7610
218000,3,1.0,1140,7560,1.0,4,6,1140,0,1958,0,98058,47.4624,122.185,1300,7560
364808,3,1.75,2320,7875,1.0,3,8,1620,700,1967,0,98058,47.4524,122.146,1990,9720
320000,3,2.25,1580,6561,1.0,3,8,1200,380,1981,0,98058,47.4394,122.14,1710,7241
255000,3,1.0,1180,13650,1.0,4,7,1180,0,1967,0,98058,47.4551,122.154,1460,11730
258000,3,2.0,1390,7200,1.0,3,7,1390,0,1996,0,98058,47.434,122.154,1630,7340
341000,3,2.25,1750,8900,2.0,4,8,1750,0,1977,0,98058,47.4451,122.136,1680,7910
272500,3,2.0,1410,7622,1.0,4,7,1410,0,1983,0,98058,47.4273,122.147,1830,8330
400000,3,2.0,1860,12944,1.0,3,9,1860,0,2002,0,98058,47.4298,122.102,2500,29279
400000,4,2.5,2150,5397,2.0,3,8,2150,0,1998,0,98058,47.4644,122.151,2260,5080
263000,3,1.0,1250,7560,1.0,3,6,1250,0,1959,0,98058,47.4493,122.173,1270,7615
330000,4,2.25,2430,7490,2.0,3,8,2430,0,1983,0,98058,47.4406,122.139,2070,7469
329000,3,1.75,1980,7000,1.0,4,8,1360,620,1977,0,98058,47.4442,122.129,1880,7200
356000,3,2.25,2280,8765,2.0,3,8,2280,0,1977,0,98058,47.4419,122.133,1920,8265
346000,4,2.5,2100,3916,2.0,3,8,2100,0,2009,0,98058,47.4324,122.185,2100,3916
429000,3,2.0,1700,52826,1.0,3,7,1700,0,1991,0,98058,47.4164,122.092,2480,114728
378000,3,2.5,2130,8404,2.0,3,8,2130,0,1991,0,98058,47.4623,122.13,2130,8404
415000,3,2.5,2480,8342,2.0,3,8,2480,0,1986,0,98058,47.4381,122.134,2300,8303
365000,4,2.25,2070,8893,2.0,4,8,2070,0,1986,0,98058,47.4388,122.162,2390,7700
320000,3,1.5,1650,9380,1.0,5,7,1130,520,1978,0,98058,47.4525,122.162,1720,8856
371000,3,2.5,2150,8361,2.0,3,8,2150,0,1991,0,98058,47.4627,122.129,2150,9368
279950,3,1.75,1530,8800,1.0,4,7,1040,490,1967,0,98058,47.4483,122.158,1530,8690
435000,4,2.5,2940,7590,2.0,3,9,2940,0,1991,0,98058,47.4341,122.16,2550,8360
425000,4,2.5,2460,5440,2.0,3,9,2460,0,2003,0,98058,47.448,122.121,2460,5124
300000,4,2.25,1740,9613,2.0,5,8,1740,0,1989,0,98058,47.463,122.125,1680,9769
390000,4,1.75,2700,7875,1.5,4,8,2700,0,1968,0,98058,47.454,122.144,2220,7875
199000,2,1.0,720,7200,1.0,5,6,720,0,1943,0,98058,47.4763,122.177,970,8027
267000,3,1.5,1090,8160,1.0,3,7,1090,0,1967,2014,98058,47.4551,122.175,1260,7560
380000,3,2.5,2390,8102,2.0,4,8,2390,0,1986,0,98058,47.4378,122.16,2310,8606
379000,4,2.75,2410,5225,2.0,3,8,2410,0,2001,0,98058,47.4244,122.151,2300,5378
317000,3,2.0,1790,8228,1.0,3,7,1390,400,1980,0,98058,47.4658,122.172,1880,8228
400000,3,2.5,2080,7877,2.0,3,9,2080,0,1987,0,98058,47.4395,122.151,2550,7660
370000,4,3.0,2580,5511,2.0,3,8,2580,0,1999,0,98058,47.4286,122.185,2010,5600
455000,4,2.5,3360,7685,2.0,3,9,3360,0,2001,0,98058,47.4369,122.111,3060,6567
419950,3,1.75,1770,16909,1.0,5,8,1770,0,1977,0,98058,47.4458,122.134,1960,9100
225000,3,1.0,1410,7700,1.0,3,7,980,430,1962,0,98058,47.4577,122.171,1510,7700
258900,3,2.25,1400,10436,1.0,4,7,1040,360,1985,0,98058,47.4261,122.144,1860,9318
255000,3,1.5,1060,9039,1.0,3,7,1060,0,1973,2013,98058,47.4293,122.151,1410,9515
272000,4,2.5,1870,5692,2.0,3,7,1870,0,2004,0,98058,47.4334,122.148,2390,5293
307000,3,2.0,1790,7259,1.0,3,7,1390,400,1980,0,98058,47.4643,122.171,1790,7700
145600,3,1.0,1170,7560,1.0,3,6,1170,0,1958,0,98058,47.4514,122.178,1170,7560
479950,3,2.0,2260,7163,1.0,3,9,2260,0,2012,0,98058,47.4593,122.136,2340,6730
359900,4,2.25,2470,7698,2.0,3,8,2470,0,1983,0,98058,47.4406,122.141,2330,7986
279000,4,2.0,1560,7569,1.5,4,7,1560,0,1966,0,98058,47.4496,122.155,1480,8755
345000,4,1.0,1980,7991,1.5,3,7,1980,0,1962,0,98058,47.4604,122.17,1730,7700
355000,4,2.5,1780,15000,2.0,2,7,1780,0,1993,0,98058,47.4239,122.153,2005,9680
465000,3,1.0,1150,18200,1.0,5,7,1150,0,1959,0,98058,47.4262,122.187,1714,18200
345000,3,1.75,1860,7191,1.0,4,7,1260,600,1975,0,98058,47.4338,122.168,1850,7490
370000,4,2.5,2570,7753,2.0,3,8,2570,0,1987,0,98058,47.4237,122.162,2140,7615
345000,4,2.25,2320,7350,2.0,3,8,2320,0,1973,0,98058,47.4512,122.131,2170,7350
271500,3,2.5,1490,8005,1.0,3,7,1090,400,1976,0,98058,47.4359,122.165,1880,7905
175000,3,1.0,1280,7572,1.0,4,6,1280,0,1958,0,98058,47.4491,122.176,1170,7667
254000,3,1.0,1160,7560,1.0,4,6,1160,0,1958,0,98058,47.45,122.179,1160,7560
260000,4,2.5,2110,8990,2.0,3,8,2110,0,1977,0,98058,47.4457,122.127,2040,8800
485000,4,3.0,3110,18843,2.0,3,9,3110,0,1995,0,98058,47.4619,122.154,3080,14735
480000,3,2.5,2450,28185,2.0,3,9,2450,0,1990,0,98058,47.4665,122.122,2440,33541
279950,3,1.75,1660,8303,1.0,3,7,1380,280,1974,0,98058,47.4366,122.171,1740,8320
390000,3,2.25,1820,7420,2.0,4,8,1820,0,1983,0,98058,47.4368,122.162,1900,7526
325000,3,2.75,2200,7000,1.0,4,7,1280,920,1977,0,98058,47.4574,122.169,1670,7000
436500,4,2.5,2290,11173,2.0,4,8,2290,0,1988,0,98058,47.4314,122.164,2290,10404
375000,3,2.5,2340,10005,1.0,4,8,1460,880,1978,0,98058,47.4431,122.133,2250,8162
328000,4,2.5,1990,3980,2.0,3,7,1990,0,2002,0,98058,47.4445,122.17,1990,4373
432000,4,3.25,2820,13059,2.0,4,8,2820,0,1976,0,98058,47.4508,122.132,2360,8600
350000,3,2.25,1780,16290,2.0,4,8,1780,0,1987,0,98058,47.4622,122.127,1780,8810
323000,3,2.0,1830,6925,1.0,4,8,1830,0,1979,0,98058,47.4445,122.123,2010,7350
390000,4,2.5,1940,3864,2.0,3,8,1940,0,2003,0,98058,47.4507,122.12,1900,3864
355000,3,2.25,1960,7000,1.0,3,8,1600,360,1980,0,98058,47.4427,122.126,1980,7140
330000,3,1.5,1440,7875,1.0,4,8,1440,0,1968,0,98058,47.4561,122.148,1800,8964
332000,3,2.25,2270,8876,1.0,3,7,1380,890,1977,0,98058,47.4653,122.176,2150,7455
363000,4,3.0,2250,12142,2.0,3,8,2250,0,1986,0,98058,47.4338,122.16,2300,9003
399000,4,2.5,2870,9292,2.0,3,8,2540,330,1979,0,98058,47.4522,122.123,2590,7533
380000,4,2.5,1940,3200,2.0,3,8,1940,0,2004,0,98058,47.4583,122.118,1900,3200
306000,3,2.5,1680,11193,2.0,3,8,1680,0,1984,0,98058,47.4482,122.125,2080,8084
388000,4,2.5,2440,7155,2.0,3,8,2440,0,1993,0,98058,47.4501,122.126,2450,8109
